date,type,tree0,tree1,tree2,tree3
1986,L,"
GTreeNodeBase [Childs=2] - [-]
  GTreeNodeBase [Childs=0] - [[2.08, 'CommonNeighbors']]
  GTreeNodeBase [Childs=0] - [[2.96, 'TargClustering']]
","
GTreeNodeBase [Childs=0] - [[2.47, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=0] - [[7.09, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [*]
  GTreeNodeBase [Childs=0] - [[7.63, 'Loop']]
  GTreeNodeBase [Childs=0] - [[2.08, 'CommonNeighbors']]
"
1986,T,"
GTreeNodeBase [Childs=2] - [*]
  GTreeNodeBase [Childs=0] - [[13.84, 'OrigClustering']]
  GTreeNodeBase [Childs=0] - [[0.86, 'SameCommunity']]
","
GTreeNodeBase [Childs=2] - [min]
  GTreeNodeBase [Childs=2] - [min]
    GTreeNodeBase [Childs=0] - [[0.86, 'SameCommunity']]
    GTreeNodeBase [Childs=0] - [[6.54, 'CommonNeighbors']]
  GTreeNodeBase [Childs=2] - [min]
    GTreeNodeBase [Childs=2] - [*]
      GTreeNodeBase [Childs=0] - [[6.54, 'CommonNeighbors']]
      GTreeNodeBase [Childs=0] - [[1.75, 'OrigClustering']]
    GTreeNodeBase [Childs=2] - [/]
      GTreeNodeBase [Childs=0] - [[4.9, 'Random']]
      GTreeNodeBase [Childs=0] - [[2.92, 'OrigCoreN']]
","
GTreeNodeBase [Childs=2] - [min]
  GTreeNodeBase [Childs=0] - [[0.86, 'SameCommunity']]
  GTreeNodeBase [Childs=2] - [min]
    GTreeNodeBase [Childs=2] - [*]
      GTreeNodeBase [Childs=0] - [[4.92, 'CommonNeighbors']]
      GTreeNodeBase [Childs=0] - [[10.23, 'OrigClustering']]
    GTreeNodeBase [Childs=0] - [[8.17, 'RevDistance']]
","
GTreeNodeBase [Childs=2] - [min]
  GTreeNodeBase [Childs=2] - [*]
    GTreeNodeBase [Childs=0] - [[6.54, 'CommonNeighbors']]
    GTreeNodeBase [Childs=0] - [[13.84, 'OrigClustering']]
  GTreeNodeBase [Childs=0] - [[2.04, 'CommonNeighbors']]
"
1986,TL,"
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[3.97, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[3.97, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[4.84, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[3.97, 'CommonNeighbors']]
"
1987,all,"
GTreeNodeBase [Childs=2] - [/]
  GTreeNodeBase [Childs=0] - [[3.25, 'Loop']]
  GTreeNodeBase [Childs=0] - [[3.25, 'Loop']]
","
GTreeNodeBase [Childs=2] - [+]
  GTreeNodeBase [Childs=0] - [[7.6, 'Loop']]
  GTreeNodeBase [Childs=2] - [*]
    GTreeNodeBase [Childs=2] - [min]
      GTreeNodeBase [Childs=0] - [[1.77, 'NumberOfEdges']]
      GTreeNodeBase [Childs=0] - [[3.25, 'Loop']]
    GTreeNodeBase [Childs=0] - [[3.25, 'Loop']]
","
GTreeNodeBase [Childs=0] - [[3.25, 'Loop']]
","
GTreeNodeBase [Childs=0] - [[7.6, 'Loop']]
"
1987,B,"
GTreeNodeBase [Childs=2] - [inv]
  GTreeNodeBase [Childs=2] - [-]
    GTreeNodeBase [Childs=0] - [[4.26, 'Loop']]
    GTreeNodeBase [Childs=0] - [[9.65, 'NormalizedTargId']]
","
GTreeNodeBase [Childs=2] - [inv]
  GTreeNodeBase [Childs=2] - [+]
    GTreeNodeBase [Childs=2] - [<]
      GTreeNodeBase [Childs=2] - [=]
        GTreeNodeBase [Childs=0] - [[1.53, 'OrigPagerank']]
        GTreeNodeBase [Childs=0] - [[5.28, 'CommonNeighbors']]
      GTreeNodeBase [Childs=2] - [inv]
        GTreeNodeBase [Childs=2] - [T]
          GTreeNodeBase [Childs=0] - [[4.26, 'Loop']]
    GTreeNodeBase [Childs=0] - [[5.34, 'TargId']]
","
GTreeNodeBase [Childs=2] - [inv]
  GTreeNodeBase [Childs=2] - [-]
    GTreeNodeBase [Childs=2] - [inv]
      GTreeNodeBase [Childs=0] - [[0.04, 'NormalizedOrigDegree']]
    GTreeNodeBase [Childs=0] - [[2.81, 'NormalizedOrigId']]
","
GTreeNodeBase [Childs=2] - [inv]
  GTreeNodeBase [Childs=2] - [+]
    GTreeNodeBase [Childs=2] - [inv]
      GTreeNodeBase [Childs=2] - [inv]
        GTreeNodeBase [Childs=2] - [H]
          GTreeNodeBase [Childs=0] - [[1.03, 'OrigEccentricity']]
    GTreeNodeBase [Childs=0] - [[5.34, 'TargId']]
"
1987,C,"
GTreeNodeBase [Childs=0] - [[0.21, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=0] - [[11.63, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=0] - [[3.08, 'Loop']]
","
GTreeNodeBase [Childs=0] - [[0.21, 'CommonNeighbors']]
"
1987,L,"
GTreeNodeBase [Childs=2] - [<]
  GTreeNodeBase [Childs=0] - [[11.04, 'OrigClustering']]
  GTreeNodeBase [Childs=0] - [[4.11, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [<]
  GTreeNodeBase [Childs=0] - [[11.04, 'OrigClustering']]
  GTreeNodeBase [Childs=0] - [[4.11, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [inv]
  GTreeNodeBase [Childs=0] - [[1.83, 'OrigId']]
","
GTreeNodeBase [Childs=2] - [<]
  GTreeNodeBase [Childs=0] - [[0.74, 'TargId']]
  GTreeNodeBase [Childs=0] - [[13.19, 'OrigClustering']]
"
1987,T,"
GTreeNodeBase [Childs=2] - [abs]
  GTreeNodeBase [Childs=2] - [>]
    GTreeNodeBase [Childs=2] - [<]
      GTreeNodeBase [Childs=2] - [min]
        GTreeNodeBase [Childs=0] - [[3.02, 'Loop']]
        GTreeNodeBase [Childs=2] - [abs]
          GTreeNodeBase [Childs=0] - [[0.94, 'CommonNeighbors']]
      GTreeNodeBase [Childs=0] - [[3.5, 'TargDegree']]
    GTreeNodeBase [Childs=0] - [[1.55, 'NormalizedRevDistance']]
","
GTreeNodeBase [Childs=2] - [abs]
  GTreeNodeBase [Childs=2] - [>]
    GTreeNodeBase [Childs=2] - [<]
      GTreeNodeBase [Childs=0] - [[0.05, 'NormalizedRevDistance']]
      GTreeNodeBase [Childs=2] - [exp]
        GTreeNodeBase [Childs=0] - [[3.18, 'OrigClustering']]
    GTreeNodeBase [Childs=0] - [[1.55, 'NormalizedRevDistance']]
","
GTreeNodeBase [Childs=2] - [/]
  GTreeNodeBase [Childs=2] - [log]
    GTreeNodeBase [Childs=2] - [<]
      GTreeNodeBase [Childs=2] - [*]
        GTreeNodeBase [Childs=0] - [[2.2, 'OrigCoreN']]
        GTreeNodeBase [Childs=2] - [abs]
          GTreeNodeBase [Childs=0] - [[0.97, 'RevDistance']]
      GTreeNodeBase [Childs=2] - [*]
        GTreeNodeBase [Childs=0] - [[0.42, 'OrigEccentricity']]
        GTreeNodeBase [Childs=0] - [[0.49, 'TargCoreN']]
  GTreeNodeBase [Childs=2] - [*]
    GTreeNodeBase [Childs=2] - [=]
      GTreeNodeBase [Childs=2] - [exp]
        GTreeNodeBase [Childs=0] - [[0.38, 'TargPagerank']]
      GTreeNodeBase [Childs=0] - [[3.58, 'TargDegree']]
    GTreeNodeBase [Childs=2] - [=]
      GTreeNodeBase [Childs=2] - [/]
        GTreeNodeBase [Childs=0] - [[3.02, 'Loop']]
        GTreeNodeBase [Childs=0] - [[12.77, 'NormalizedOrigDegree']]
      GTreeNodeBase [Childs=2] - [>]
        GTreeNodeBase [Childs=0] - [[1.32, 'CommonNeighbors']]
        GTreeNodeBase [Childs=0] - [[1.55, 'NormalizedRevDistance']]
","
GTreeNodeBase [Childs=2] - [abs]
  GTreeNodeBase [Childs=2] - [>]
    GTreeNodeBase [Childs=2] - [<]
      GTreeNodeBase [Childs=0] - [[0.05, 'NormalizedRevDistance']]
      GTreeNodeBase [Childs=2] - [exp]
        GTreeNodeBase [Childs=0] - [[1.51, 'TargPagerank']]
    GTreeNodeBase [Childs=2] - [H]
      GTreeNodeBase [Childs=0] - [[3.5, 'NormalizedTargId']]
"
1987,TL,"
GTreeNodeBase [Childs=2] - [=]
  GTreeNodeBase [Childs=0] - [[2.3, 'NormalizedDistance']]
  GTreeNodeBase [Childs=0] - [[10.39, 'OrigCloseness']]
","
GTreeNodeBase [Childs=2] - [H]
  GTreeNodeBase [Childs=2] - [max]
    GTreeNodeBase [Childs=0] - [[9.87, 'NormalizedDistance']]
    GTreeNodeBase [Childs=0] - [[7.42, 'OrigCoreN']]
","
GTreeNodeBase [Childs=2] - [=]
  GTreeNodeBase [Childs=0] - [[4.11, 'NormalizedDistance']]
  GTreeNodeBase [Childs=2] - [<]
    GTreeNodeBase [Childs=0] - [[6.27, 'Loop']]
    GTreeNodeBase [Childs=2] - [>]
      GTreeNodeBase [Childs=0] - [[2.3, 'NormalizedRevDistance']]
      GTreeNodeBase [Childs=2] - [max]
        GTreeNodeBase [Childs=0] - [[0.8, 'NormalizedTargId']]
        GTreeNodeBase [Childs=2] - [<]
          GTreeNodeBase [Childs=0] - [[1.13, 'OrigCoreN']]
          GTreeNodeBase [Childs=0] - [[9.09, 'Loop']]
","
GTreeNodeBase [Childs=2] - [min]
  GTreeNodeBase [Childs=0] - [[6.27, 'Loop']]
  GTreeNodeBase [Childs=0] - [[6.27, 'Loop']]
"
1988,all,"
GTreeNodeBase [Childs=0] - [[6.81, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=0] - [[6.54, 'Loop']]
","
GTreeNodeBase [Childs=0] - [[10.36, 'Loop']]
","
GTreeNodeBase [Childs=0] - [[10.36, 'Loop']]
"
1988,B,"
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[2.79, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[3.79, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[4.54, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[1.33, 'CommonNeighbors']]
"
1988,C,"
GTreeNodeBase [Childs=2] - [-]
  GTreeNodeBase [Childs=0] - [[6.83, 'CommonNeighbors']]
  GTreeNodeBase [Childs=2] - [log]
    GTreeNodeBase [Childs=2] - [inv]
      GTreeNodeBase [Childs=2] - [N]
        GTreeNodeBase [Childs=0] - [[2.17, 'TargDegree']]
","
GTreeNodeBase [Childs=2] - [-]
  GTreeNodeBase [Childs=0] - [[6.83, 'CommonNeighbors']]
  GTreeNodeBase [Childs=2] - [log]
    GTreeNodeBase [Childs=2] - [inv]
      GTreeNodeBase [Childs=2] - [N]
        GTreeNodeBase [Childs=0] - [[2.17, 'TargDegree']]
","
GTreeNodeBase [Childs=2] - [-]
  GTreeNodeBase [Childs=0] - [[6.83, 'CommonNeighbors']]
  GTreeNodeBase [Childs=2] - [log]
    GTreeNodeBase [Childs=2] - [inv]
      GTreeNodeBase [Childs=2] - [N]
        GTreeNodeBase [Childs=0] - [[2.17, 'TargDegree']]
","
GTreeNodeBase [Childs=2] - [-]
  GTreeNodeBase [Childs=0] - [[6.83, 'CommonNeighbors']]
  GTreeNodeBase [Childs=2] - [inv]
    GTreeNodeBase [Childs=2] - [>]
      GTreeNodeBase [Childs=2] - [log]
        GTreeNodeBase [Childs=0] - [[2.39, 'RevDistance']]
      GTreeNodeBase [Childs=0] - [[0.13, 'NormalizedOrigId']]
"
1988,L,"
GTreeNodeBase [Childs=2] - [*]
  GTreeNodeBase [Childs=0] - [[3.56, 'TargClustering']]
  GTreeNodeBase [Childs=0] - [[8.05, 'SameCommunity']]
","
GTreeNodeBase [Childs=2] - [*]
  GTreeNodeBase [Childs=0] - [[12.36, 'SameCommunity']]
  GTreeNodeBase [Childs=2] - [N]
    GTreeNodeBase [Childs=2] - [abs]
      GTreeNodeBase [Childs=2] - [abs]
        GTreeNodeBase [Childs=0] - [[0.05, 'TargPagerank']]
","
GTreeNodeBase [Childs=2] - [*]
  GTreeNodeBase [Childs=0] - [[12.36, 'SameCommunity']]
  GTreeNodeBase [Childs=2] - [N]
    GTreeNodeBase [Childs=2] - [abs]
      GTreeNodeBase [Childs=0] - [[1.64, 'TargPagerank']]
","
GTreeNodeBase [Childs=2] - [*]
  GTreeNodeBase [Childs=0] - [[8.88, 'SameCommunity']]
  GTreeNodeBase [Childs=2] - [abs]
    GTreeNodeBase [Childs=0] - [[8.88, 'OrigCloseness']]
"
1988,T,"
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=2] - [max]
    GTreeNodeBase [Childs=0] - [[3.1, 'CommonNeighbors']]
    GTreeNodeBase [Childs=0] - [[4.65, 'Loop']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=2] - [max]
    GTreeNodeBase [Childs=0] - [[3.1, 'CommonNeighbors']]
    GTreeNodeBase [Childs=0] - [[4.65, 'Loop']]
","
GTreeNodeBase [Childs=2] - [max]
  GTreeNodeBase [Childs=2] - [*]
    GTreeNodeBase [Childs=2] - [exp]
      GTreeNodeBase [Childs=0] - [[3.1, 'CommonNeighbors']]
    GTreeNodeBase [Childs=0] - [[3.1, 'CommonNeighbors']]
  GTreeNodeBase [Childs=2] - [>]
    GTreeNodeBase [Childs=0] - [[1.25, 'Distance']]
    GTreeNodeBase [Childs=0] - [[0.61, 'Distance']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[3.1, 'CommonNeighbors']]
"
1988,TL,"
GTreeNodeBase [Childs=2] - [*]
  GTreeNodeBase [Childs=2] - [*]
    GTreeNodeBase [Childs=0] - [[1.77, 'NormalizedTargId']]
    GTreeNodeBase [Childs=0] - [[2.85, 'TargClustering']]
  GTreeNodeBase [Childs=2] - [*]
    GTreeNodeBase [Childs=0] - [[4.83, 'SameCommunity']]
    GTreeNodeBase [Childs=2] - [/]
      GTreeNodeBase [Childs=2] - [min]
        GTreeNodeBase [Childs=2] - [log]
          GTreeNodeBase [Childs=2] - [log]
            GTreeNodeBase [Childs=0] - [[2.91, 'NormalizedOrigDegree']]
        GTreeNodeBase [Childs=0] - [[3.18, 'Random']]
      GTreeNodeBase [Childs=0] - [[11.71, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [*]
  GTreeNodeBase [Childs=0] - [[11.71, 'CommonNeighbors']]
  GTreeNodeBase [Childs=2] - [min]
    GTreeNodeBase [Childs=0] - [[1.54, 'NormalizedTargId']]
    GTreeNodeBase [Childs=2] - [-]
      GTreeNodeBase [Childs=2] - [abs]
        GTreeNodeBase [Childs=0] - [[2.96, 'NormalizedOrigDegree']]
      GTreeNodeBase [Childs=2] - [abs]
        GTreeNodeBase [Childs=0] - [[6.18, 'SameCommunity']]
","
GTreeNodeBase [Childs=2] - [*]
  GTreeNodeBase [Childs=0] - [[5.57, 'TargDegree']]
  GTreeNodeBase [Childs=2] - [*]
    GTreeNodeBase [Childs=2] - [T]
      GTreeNodeBase [Childs=0] - [[1.38, 'NormalizedOrigDegree']]
    GTreeNodeBase [Childs=2] - [/]
      GTreeNodeBase [Childs=2] - [min]
        GTreeNodeBase [Childs=2] - [/]
          GTreeNodeBase [Childs=2] - [log]
            GTreeNodeBase [Childs=0] - [[11.71, 'CommonNeighbors']]
          GTreeNodeBase [Childs=0] - [[3.65, 'NormalizedTargId']]
        GTreeNodeBase [Childs=0] - [[3.18, 'Random']]
      GTreeNodeBase [Childs=0] - [[11.71, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [<]
  GTreeNodeBase [Childs=0] - [[0.53, 'NormalizedDistance']]
  GTreeNodeBase [Childs=2] - [N]
    GTreeNodeBase [Childs=2] - [max]
      GTreeNodeBase [Childs=2] - [/]
        GTreeNodeBase [Childs=0] - [[1.13, 'NormalizedOrigDegree']]
        GTreeNodeBase [Childs=2] - [log]
          GTreeNodeBase [Childs=2] - [/]
            GTreeNodeBase [Childs=0] - [[2.91, 'NormalizedOrigDegree']]
            GTreeNodeBase [Childs=0] - [[1.78, 'OrigEccentricity']]
      GTreeNodeBase [Childs=0] - [[2.51, 'OrigClustering']]
"
1989,all,,,,
1989,B,"
GTreeNodeBase [Childs=2] - [*]
  GTreeNodeBase [Childs=2] - [exp]
    GTreeNodeBase [Childs=0] - [[4.71, 'SameCommunity']]
  GTreeNodeBase [Childs=0] - [[13.47, 'OrigClustering']]
","
GTreeNodeBase [Childs=2] - [*]
  GTreeNodeBase [Childs=2] - [exp]
    GTreeNodeBase [Childs=0] - [[4.71, 'SameCommunity']]
  GTreeNodeBase [Childs=0] - [[5.89, 'OrigClustering']]
","
GTreeNodeBase [Childs=2] - [*]
  GTreeNodeBase [Childs=0] - [[1.5, 'OrigClustering']]
  GTreeNodeBase [Childs=0] - [[4.71, 'SameCommunity']]
","
GTreeNodeBase [Childs=2] - [*]
  GTreeNodeBase [Childs=2] - [exp]
    GTreeNodeBase [Childs=2] - [*]
      GTreeNodeBase [Childs=2] - [exp]
        GTreeNodeBase [Childs=0] - [[4.71, 'SameCommunity']]
      GTreeNodeBase [Childs=0] - [[5.89, 'OrigClustering']]
  GTreeNodeBase [Childs=2] - [+]
    GTreeNodeBase [Childs=2] - [H]
      GTreeNodeBase [Childs=0] - [[2.33, 'NormalizedTargId']]
    GTreeNodeBase [Childs=0] - [[5.1, 'OrigId']]
"
1989,C,"
GTreeNodeBase [Childs=0] - [[12.33, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=0] - [[11.28, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=0] - [[12.33, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=0] - [[2.35, 'CommonNeighbors']]
"
1989,L,"
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[3.04, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[7.15, 'SameCommunity']]
","
GTreeNodeBase [Childs=2] - [>]
  GTreeNodeBase [Childs=2] - [abs]
    GTreeNodeBase [Childs=0] - [[12.06, 'CommonNeighbors']]
  GTreeNodeBase [Childs=0] - [[1.64, 'NormalizedTargDegree']]
","
GTreeNodeBase [Childs=2] - [log]
  GTreeNodeBase [Childs=0] - [[7.15, 'SameCommunity']]
"
1989,T,"
GTreeNodeBase [Childs=2] - [min]
  GTreeNodeBase [Childs=2] - [<]
    GTreeNodeBase [Childs=0] - [[11.67, 'NormalizedTargDegree']]
    GTreeNodeBase [Childs=0] - [[5.83, 'OrigClustering']]
  GTreeNodeBase [Childs=0] - [[0.26, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [*]
  GTreeNodeBase [Childs=2] - [min]
    GTreeNodeBase [Childs=2] - [abs]
      GTreeNodeBase [Childs=0] - [[3.21, 'TargId']]
    GTreeNodeBase [Childs=0] - [[0.26, 'CommonNeighbors']]
  GTreeNodeBase [Childs=2] - [<]
    GTreeNodeBase [Childs=0] - [[11.67, 'NormalizedTargDegree']]
    GTreeNodeBase [Childs=0] - [[5.83, 'OrigClustering']]
","
GTreeNodeBase [Childs=2] - [min]
  GTreeNodeBase [Childs=2] - [<]
    GTreeNodeBase [Childs=0] - [[5.83, 'OrigClustering']]
    GTreeNodeBase [Childs=2] - [+]
      GTreeNodeBase [Childs=0] - [[7.84, 'SameCommunity']]
      GTreeNodeBase [Childs=0] - [[5.83, 'TargPagerank']]
  GTreeNodeBase [Childs=2] - [<]
    GTreeNodeBase [Childs=0] - [[2.81, 'OrigClustering']]
    GTreeNodeBase [Childs=0] - [[5.83, 'OrigClustering']]
","
GTreeNodeBase [Childs=2] - [min]
  GTreeNodeBase [Childs=0] - [[0.26, 'CommonNeighbors']]
  GTreeNodeBase [Childs=0] - [[5.83, 'OrigClustering']]
"
1989,TL,"
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[3.8, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[3.8, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=0] - [[0.4, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=0] - [[0.4, 'CommonNeighbors']]
"
1990,all,"
GTreeNodeBase [Childs=0] - [[6.31, 'Loop']]
","
GTreeNodeBase [Childs=0] - [[10.41, 'Loop']]
","
GTreeNodeBase [Childs=0] - [[6.31, 'Loop']]
","
GTreeNodeBase [Childs=0] - [[6.31, 'Loop']]
"
1990,B,"
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[3.94, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[3.94, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[3.94, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[3.94, 'CommonNeighbors']]
"
1990,C,"
GTreeNodeBase [Childs=2] - [<]
  GTreeNodeBase [Childs=2] - [/]
    GTreeNodeBase [Childs=2] - [=]
      GTreeNodeBase [Childs=0] - [[2.24, 'Loop']]
      GTreeNodeBase [Childs=2] - [<]
        GTreeNodeBase [Childs=0] - [[3.11, 'NormalizedDistance']]
        GTreeNodeBase [Childs=0] - [[2.79, 'TargId']]
    GTreeNodeBase [Childs=2] - [opp]
      GTreeNodeBase [Childs=0] - [[0.03, 'Loop']]
  GTreeNodeBase [Childs=2] - [=]
    GTreeNodeBase [Childs=0] - [[3.71, 'NormalizedTargId']]
    GTreeNodeBase [Childs=0] - [[2.24, 'Loop']]
","
GTreeNodeBase [Childs=2] - [log]
  GTreeNodeBase [Childs=2] - [<]
    GTreeNodeBase [Childs=2] - [/]
      GTreeNodeBase [Childs=0] - [[9.67, 'NormalizedRevDistance']]
      GTreeNodeBase [Childs=2] - [*]
        GTreeNodeBase [Childs=0] - [[1.36, 'OrigPagerank']]
        GTreeNodeBase [Childs=0] - [[2.24, 'Loop']]
    GTreeNodeBase [Childs=0] - [[4.18, 'TargId']]
","
GTreeNodeBase [Childs=0] - [[2.24, 'Loop']]
","
GTreeNodeBase [Childs=0] - [[3.31, 'Loop']]
"
1990,L,"
GTreeNodeBase [Childs=2] - [+]
  GTreeNodeBase [Childs=2] - [exp]
    GTreeNodeBase [Childs=0] - [[2.13, 'CommonNeighbors']]
  GTreeNodeBase [Childs=2] - [opp]
    GTreeNodeBase [Childs=0] - [[3.29, 'Random']]
","
GTreeNodeBase [Childs=2] - [+]
  GTreeNodeBase [Childs=2] - [exp]
    GTreeNodeBase [Childs=0] - [[2.13, 'CommonNeighbors']]
  GTreeNodeBase [Childs=2] - [opp]
    GTreeNodeBase [Childs=0] - [[3.29, 'Random']]
","
GTreeNodeBase [Childs=2] - [+]
  GTreeNodeBase [Childs=2] - [exp]
    GTreeNodeBase [Childs=0] - [[2.13, 'CommonNeighbors']]
  GTreeNodeBase [Childs=2] - [opp]
    GTreeNodeBase [Childs=0] - [[3.29, 'Random']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[2.9, 'CommonNeighbors']]
"
1990,T,"
GTreeNodeBase [Childs=2] - [min]
  GTreeNodeBase [Childs=0] - [[2.56, 'TargClustering']]
  GTreeNodeBase [Childs=2] - [/]
    GTreeNodeBase [Childs=0] - [[6.03, 'SameCommunity']]
    GTreeNodeBase [Childs=2] - [-]
      GTreeNodeBase [Childs=2] - [=]
        GTreeNodeBase [Childs=0] - [[15.33, 'TargId']]
        GTreeNodeBase [Childs=0] - [[9.23, 'TargId']]
      GTreeNodeBase [Childs=2] - [min]
        GTreeNodeBase [Childs=2] - [/]
          GTreeNodeBase [Childs=0] - [[1.3, 'NormalizedOrigId']]
          GTreeNodeBase [Childs=0] - [[2.15, 'TargPagerank']]
        GTreeNodeBase [Childs=0] - [[0.28, 'NormalizedTargId']]
","
GTreeNodeBase [Childs=2] - [min]
  GTreeNodeBase [Childs=0] - [[2.56, 'TargClustering']]
  GTreeNodeBase [Childs=2] - [/]
    GTreeNodeBase [Childs=0] - [[6.03, 'SameCommunity']]
    GTreeNodeBase [Childs=2] - [-]
      GTreeNodeBase [Childs=2] - [<]
        GTreeNodeBase [Childs=0] - [[7.96, 'Constant']]
        GTreeNodeBase [Childs=0] - [[9.23, 'TargId']]
      GTreeNodeBase [Childs=2] - [min]
        GTreeNodeBase [Childs=2] - [/]
          GTreeNodeBase [Childs=0] - [[1.3, 'NormalizedOrigId']]
          GTreeNodeBase [Childs=0] - [[7.97, 'Loop']]
        GTreeNodeBase [Childs=0] - [[0.28, 'NormalizedTargId']]
","
GTreeNodeBase [Childs=2] - [min]
  GTreeNodeBase [Childs=0] - [[2.56, 'TargClustering']]
  GTreeNodeBase [Childs=2] - [/]
    GTreeNodeBase [Childs=0] - [[6.03, 'SameCommunity']]
    GTreeNodeBase [Childs=2] - [-]
      GTreeNodeBase [Childs=0] - [[8.44, 'Loop']]
      GTreeNodeBase [Childs=2] - [min]
        GTreeNodeBase [Childs=2] - [/]
          GTreeNodeBase [Childs=0] - [[1.3, 'NormalizedOrigId']]
          GTreeNodeBase [Childs=0] - [[2.15, 'TargPagerank']]
        GTreeNodeBase [Childs=0] - [[0.28, 'NormalizedTargId']]
","
GTreeNodeBase [Childs=0] - [[0.69, 'Loop']]
"
1990,TL,"
GTreeNodeBase [Childs=2] - [inv]
  GTreeNodeBase [Childs=0] - [[4.28, 'Distance']]
","
GTreeNodeBase [Childs=2] - [inv]
  GTreeNodeBase [Childs=0] - [[4.28, 'Distance']]
","
GTreeNodeBase [Childs=2] - [inv]
  GTreeNodeBase [Childs=0] - [[4.28, 'Distance']]
","
GTreeNodeBase [Childs=2] - [inv]
  GTreeNodeBase [Childs=0] - [[4.28, 'Distance']]
"
1991,all,"
GTreeNodeBase [Childs=0] - [[0.36, 'Loop']]
","
GTreeNodeBase [Childs=2] - [min]
  GTreeNodeBase [Childs=0] - [[0.36, 'Loop']]
  GTreeNodeBase [Childs=0] - [[0.36, 'Loop']]
","
GTreeNodeBase [Childs=2] - [min]
  GTreeNodeBase [Childs=2] - [inv]
    GTreeNodeBase [Childs=2] - [=]
      GTreeNodeBase [Childs=0] - [[7.72, 'NormalizedOrigDegree']]
      GTreeNodeBase [Childs=0] - [[8.68, 'Random']]
  GTreeNodeBase [Childs=2] - [abs]
    GTreeNodeBase [Childs=0] - [[2.92, 'Loop']]
","
GTreeNodeBase [Childs=0] - [[0.36, 'Loop']]
"
